INDEX,STORY,QUERY
199,"Over the weekend, Xiao Dan and her mother just move into a new house, they go to the mall to buy pink curtains. On Monday afternoon, Xiao Dan hangs the curtains in her bedroom. After hanging them, she says to her mother: ""Mom, the new curtains look really nice."" Her mother smiles and says: ""Yes, pink is very suitable for Xiao Dan's room."" After a while, Xiao Dan's best friend Xiao Rong comes to the new house to play, and says after seeing the curtains: ""Wow, these curtains are really beautiful, they match your bedroom very well."" Xiao Dan happily says: ""Thank you, what do you think of the other parts of my room?""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Mom, the new curtains look really good. B. Yes, pink is very suitable for Xiao Dan's room. C. Wow, these curtains are really beautiful, they match your bedroom very well. D. There is no inappropriate sentence.</option>"
200,"Over the weekend, Xiao Dan and her mother just move into a new house, they go to the mall to buy pink curtains. On Monday afternoon, Xiao Dan hangs the curtains in her bedroom. After hanging them, she says to her mother: ""Mom, the new curtains look really nice."" Her mother smiles and says: ""Yes, pink is very suitable for Xiao Dan's room."" After a while, Xiao Dan's best friend Xiao Rong comes to the new house to play, and says after seeing the curtains: ""Wow, these curtains are really beautiful, they match your bedroom very well."" Xiao Dan happily says: ""Thank you, what do you think of the other parts of my room?""",<question>###QUESTION: What color of curtains do Xiao Dan and her mother buy?</question><option>###OPTION: A. Blue B. Pink C. Yellow D. White</option>
201,"Over the weekend, Xiao Dan and her mother just move into a new house, they go to the mall to buy pink curtains. On Monday afternoon, Xiao Dan hangs the curtains in her bedroom. After hanging them, she says to her mother: ""Mom, the new curtains look really nice."" Her mother smiles and says: ""Yes, pink is very suitable for Xiao Dan's room."" After a while, Xiao Dan's best friend Xiao Rong comes to the new house to play, and says after seeing the curtains: ""Wow, these curtains are really beautiful, they match your bedroom very well."" Xiao Dan happily says: ""Thank you, what do you think of the other parts of my room?""",<question>###QUESTION: Does Xiao Rong know that these curtains are new?</question><option>###OPTION: A. She knows B. She does not know</option>
202,"After school on Friday, Xiao Wang and Xiao Liu walk home together. Today is Xiao Wang's birthday, he feels a little excited. Halfway through, Xiao Liu suddenly says: ""Ah, right, today is your birthday, happy birthday!"" Xiao Wang listens and feels very happy, he smiles and says: ""Thank you, Xiao Liu."" Xiao Liu says: ""I prepare a gift for you, quickly unwrap it and see!""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone in the story says something inappropriate. B. No one in the story says anything inappropriate.</option>
203,"After school on Friday, Xiao Wang and Xiao Liu walk home together. Today is Xiao Wang's birthday, he feels a little excited. Halfway through, Xiao Liu suddenly says: ""Ah, right, today is your birthday, happy birthday!"" Xiao Wang listens and feels very happy, he smiles and says: ""Thank you, Xiao Liu."" Xiao Liu says: ""I prepare a gift for you, quickly unwrap it and see!""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Ah, right, today is your birthday, happy birthday to you! B. Thank you, Xiao Liu. C. I prepare a gift for you, quickly open it and see! D. There is no inappropriate sentence</option>"
204,"After school on Friday, Xiao Wang and Xiao Liu walk home together. Today is Xiao Wang's birthday, he feels a little excited. Halfway through, Xiao Liu suddenly says: ""Ah, right, today is your birthday, happy birthday!"" Xiao Wang listens and feels very happy, he smiles and says: ""Thank you, Xiao Liu."" Xiao Liu says: ""I prepare a gift for you, quickly unwrap it and see!""",<question>###QUESTION: When is Xiao Wang's birthday?</question><option>###OPTION: A. Next week. B. Today. C. Yesterday. D. The story does not mention.</option>
205,"After school on Friday, Xiao Wang and Xiao Liu walk home together. Today is Xiao Wang's birthday, he feels a little excited. Halfway through, Xiao Liu suddenly says: ""Ah, right, today is your birthday, happy birthday!"" Xiao Wang listens and feels very happy, he smiles and says: ""Thank you, Xiao Liu."" Xiao Liu says: ""I prepare a gift for you, quickly unwrap it and see!""",<question>###QUESTION: Does Xiao Liu remember Xiao Wang's birthday?</question><option>###OPTION: A. Remembers B. Does not remember</option>
206,"After school on Friday, Xiao Li and Xiao Qiang also plan to go to the library for review together. Xiao Qiang originally has a plan to watch a movie with friends, but he cancels it to accompany Xiao Li for review. When they get to the library, Xiao Li sees Xiao Qiang and says, ""Thank you for coming for me."" Xiao Qiang replies, ""It's okay, I think helping you is more important."" Xiao Fang continues to say, ""I hope the review is fruitful today."" The two start reviewing efficiently together.",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
207,"After school on Friday, Xiao Li and Xiao Qiang also plan to go to the library for review together. Xiao Qiang originally has a plan to watch a movie with friends, but he cancels it to accompany Xiao Li for review. When they get to the library, Xiao Li sees Xiao Qiang and says, ""Thank you for coming for me."" Xiao Qiang replies, ""It's okay, I think helping you is more important."" Xiao Fang continues to say, ""I hope the review is fruitful today."" The two start reviewing efficiently together.","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Thank you for coming for me. B. It\'s okay, I think helping you is more important. C. I hope the review is fruitful today. D. There is no inappropriate sentence</option>"
208,"After school on Friday, Xiao Li and Xiao Qiang also plan to go to the library for review together. Xiao Qiang originally has a plan to watch a movie with friends, but he cancels it to accompany Xiao Li for review. When they get to the library, Xiao Li sees Xiao Qiang and says, ""Thank you for coming for me."" Xiao Qiang replies, ""It's okay, I think helping you is more important."" Xiao Fang continues to say, ""I hope the review is fruitful today."" The two start reviewing efficiently together.",<question>###QUESTION: What plan does Xiao Qiang cancel for Xiao Li?</question><option>###OPTION: A. To watch a movie B. To play games C. To go to a party D. To read a book</option>
209,"After school on Friday, Xiao Li and Xiao Qiang also plan to go to the library for review together. Xiao Qiang originally has a plan to watch a movie with friends, but he cancels it to accompany Xiao Li for review. When they get to the library, Xiao Li sees Xiao Qiang and says, ""Thank you for coming for me."" Xiao Qiang replies, ""It's okay, I think helping you is more important."" Xiao Fang continues to say, ""I hope the review is fruitful today."" The two start reviewing efficiently together.",<question>###QUESTION: Does Xiao Li know that Xiao Qiang cancels other plans?</question><option>###OPTION: A. Knows B. Does not know</option>
210,"On Sunday night, Xiaoqiang's family gathers to discuss the future of the family business. Dad says, ""The future of our family business is very important, I always think about how we should choose the successor."" Mom nods in agreement. Dad looks at Xiaoqiang and continues, ""Xiaoqiang, you have a talent for art, you can develop in this area in the future."" Xiaoqiang replies, ""Actually, I am also very interested in the family business.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone in the story says something inappropriate. B. No one in the story says anything inappropriate.</option>
211,"On Sunday night, Xiaoqiang's family gathers to discuss the future of the family business. Dad says, ""The future of our family business is very important, I always think about how we should choose the successor."" Mom nods in agreement. Dad looks at Xiaoqiang and continues, ""Xiaoqiang, you have a talent for art, you can develop in this area in the future."" Xiaoqiang replies, ""Actually, I am also very interested in the family business.""","<question>###QUESTION: If there is, which sentence is not appropriate?</question><option>###OPTION: A. The future of our family business is very important, I am always thinking about how we should choose a successor. B. Xiaoqiang, you have a talent for art, you can develop in this area in the future. C. Actually, I am also very interested in the family business. D. There is no inappropriate sentence</option>"
