INDEX,ABILITY,DATA_INDEX,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
201,Intention: Intentions explanations,1,"QiQi, JunJun, and HanHan are all members of their community activity group. They are planning a new community service project. HanHan is a new member, he does not understand community service very well. One day, JunJun finds QiQi holding a detailed plan of the community service project they are planning. QiQi raises her eyebrows at JunJun, lightly shakes the plan in her hand, then turns to look at HanHan, as if hinting at something. QiQi quickly glances at JunJun, then hands the document to HanHan with a smile. HanHan cheerfully accepts the plan and starts to read.",Why does QiQi give the document to HanHan?,QiQi needs HanHan to help revise the plan.,QiQi wants HanHan to get into work mode.,QiQi wants HanHan to play the role of the person in charge.,QiQi hopes HanHan increases his involvement in the planning.,B
202,Belief: Beliefs based action/emotions,2,"QiQi, JunJun, and HanHan are all members of their community activity group. They are planning a new community service project. HanHan is a new member, he does not understand community service very well. One day, JunJun finds QiQi holding a detailed plan of the community service project they are planning. QiQi raises her eyebrows at JunJun, lightly shakes the plan in her hand, then turns to look at HanHan, as if hinting at something. QiQi quickly glances at JunJun, then hands the document to HanHan with a smile. HanHan cheerfully accepts the plan and starts to read.",How does HanHan feel when he sees the document?,"HanHan feels annoyed, he gets assigned a new task again.","HanHan feels happy, he thinks he understands the plan content.","HanHan feels encouraged, he gets along well with his colleagues.","HanHan feels confused, he does not understand what JunJun and QiQi mean.",C
203,Intention: Intentions explanations,1,"Luo Li has a deep passion for gardening, and he has some fame in the community because of this. Shao Qi is the organizer of community activities, and Zhi Hao is the person in charge of the community organization. One day, Shao Qi finds Zhi Hao and proposes to hold a garden party, and also suggests inviting Luo Li to introduce his gardening achievements. Zhi Hao hesitates a bit, but Shao Qi smiles at him and gives him a nod of affirmation. Later, after the party invitation goes out, Luo Li accepts the invitation.",Why does Shao Qi suggest inviting Luo Li in the proposal?,Shao Qi hopes to let Zhi Hao publicly praise Luo Li's gardening skills.,Shao Qi wants to test Luo Li to see if he is willing to share his gardening skills.,Shao Qi thinks that inviting Luo Li helps to increase the attractiveness and influence of the party.,Shao Qi hopes to become good friends with Luo Li by inviting him and improve her own gardening skills.,C
204,Belief: Beliefs based action/emotions,2,"Luo Li has a deep passion for gardening, and he has some fame in the community because of this. Shao Qi is the organizer of community activities, and Zhi Hao is the person in charge of the community organization. One day, Shao Qi finds Zhi Hao and proposes to hold a garden party, and also suggests inviting Luo Li to introduce his gardening achievements. Zhi Hao hesitates a bit, but Shao Qi smiles at him and gives him a nod of affirmation. Later, after the party invitation goes out, Luo Li accepts the invitation.",What do you think Zhi Hao thinks?,Zhi Hao is very happy because he thinks Luo Li's arrival makes the party very successful.,"Zhi Hao feels a bit uneasy, he thinks inviting Luo Li might bring bad results.",Zhi Hao feels depressed because he doesn't like Luo Li very much.,"Zhi Hao feels a bit troubled, he admires Luo Li but is not sure if Luo Li wants to participate in the party.",D
205,Intention: Intentions explanations,1,"In a clear morning, Morning Light is waiting for Dawn in the corridor. They are members of the study club, they plan to attract new members to join. Star is a new classmate who just transfers. Star is walking along the corridor. Morning Light sees Star, quickly glances at Dawn, then smiles at Star. Dawn understands the meaning of Morning Light's eyes, walks to Star with a nervous expression, and matches Morning Light's smile. After a brief conversation with Star, Star responds with a smile.",Why does Morning Light glance at Dawn after seeing Star?,Because Morning Light notices that Dawn's attitude towards Star is a bit abnormal.,"To remind Dawn that Star is coming, do not block the way.","To remind Dawn that the study club needs new members, and Star is suitable.","To tell Dawn that Star is a new classmate, it is best to say hello.",C
206,Belief: Beliefs based action/emotions,2,"In a clear morning, Morning Light is waiting for Dawn in the corridor. They are members of the study club, they plan to attract new members to join. Star is a new classmate who just transfers. Star is walking along the corridor. Morning Light sees Star, quickly glances at Dawn, then smiles at Star. Dawn understands the meaning of Morning Light's eyes, walks to Star with a nervous expression, and matches Morning Light's smile. After a brief conversation with Star, Star responds with a smile.","Seeing their interaction as Star walks down the hallway, what do you think he feels?","Feels surprised, he does not expect them to take the initiative to talk to him.","Feels confused and curious, not clear about the meaning of their actions.","Feels nervous, because he is new and is not ready to make friends with everyone.","Feels very happy, because he thinks they might invite him to play.",B
207,Intention: Prediction of actions,1,"Dongdong and Xixi are fixing a car in the park, preparing for a weekend outing. They are always discussing where to play, but neither of them comes up with a good idea. At this time, Nannan passes by, and Dongdong then stops Nannan and asks him to come over to see the car they are fixing. Nannan sees their interaction and still walks over.",What does Dongdong want to do?,Ask Nannan to help him fix the car,Invite Nannan to go out with them,Ask Nannan to give them an idea of where to play.,Dongdong hopes to show off their car repair skills to Nannan.,C
208,Intention: Prediction of actions,1,"Zhiqiang and Xiaoli are members of the community environmental protection group, they are planning an environmental protection public welfare activity. Feifei is a new member of the group, today is her first time attending a group meeting, she is not very confident in herself. Xiaoli and Zhiqiang are discussing who is responsible for collecting and classifying all plastic waste activities. They have too many tasks to be responsible for, they cannot handle it. Suddenly, Xiaoli sees Feifei, then she winks at Zhiqiang, Zhiqiang nods.",What does Xiaoli do?,Helps Zhiqiang collect and classify plastic waste,Suggests that Zhiqiang is responsible for collecting and classifying plastic waste.,Invites Feifei to join her in the plastic waste collection and classification activity.,Suggests to Zhiqiang to encourage Feifei to be responsible for the plastic waste collection and classification activity.,D
209,Intention: Prediction of actions,1,"On a clear morning, Morning Light waits in the hallway for Dawn. They are both members of the study club, and they plan to attract new members. Star is a new student who just transfers, and he walks down the hallway. Morning Light sees Star, quickly glances at Dawn, and then smiles at Star. Dawn understands the meaning of Morning Light's gaze and nods.",What does Dawn do next?,Morning Light leads the new student Star on a campus tour.,Morning Light and Dawn go to meet the new student Star.,Morning Light shows Star the promotional materials of his school.,Morning Light and Dawn invite him to join the study club together.,D
210,Knowledge: Percepts-knowledge links,1,"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.",What does Xiao Li see in the box?,Does not see,Handbag,Tote Bags,Chalk,A
211,Knowledge: Percepts-knowledge links,2,"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.","After Xiao Li returns to the bank, does Xiao Li know where the chalk is now?",Does not know,"Knows, in the handbag","Knows, in the Tote Bags","Knows, in the box",A
